DayOfWeek,Origin_Airport,Scheduled_Departure,Departure_Time,Dep_Delay,Scheduled_Arrival,Arrival_Time,Arrival_Delay,Arr_Del_morethan15,Cancelled,Diverted,Distance,Carrier_Delay,WeatherDelay,NAS_Delay,Security_Delay,Late_Aircraft_Delay,Top_Carriers
3,LAX,700,654,-6,1534,1510,-24,0,0,0,2475,0,0,0,0,0,1
4,LAX,700,655,-5,1534,1522,-12,0,0,0,2475,0,0,0,0,0,1
5,LAX,700,653,-7,1534,1459,-35,0,0,0,2475,0,0,0,0,0,1
6,LAX,700,701,1,1534,1532,-2,0,0,0,2475,0,0,0,0,0,1
7,LAX,700,716,16,1534,1547,13,0,0,0,2475,0,0,0,0,0,1
5,DFW,1105,1106,1,1409,1416,7,0,0,0,3711,0,0,0,0,0,1
6,DFW,1105,1138,33,1409,1427,18,1,0,0,3711,18,0,0,0,0,1
7,DFW,1105,1219,74,1409,1506,57,1,0,0,3711,57,0,0,0,0,1
1,DFW,1105,1138,33,1409,1449,40,1,0,0,3711,31,0,7,0,2,1
2,DFW,1110,1254,104,1414,1556,102,1,0,0,3711,102,0,0,0,0,1
3,DFW,1110,1111,1,1414,1420,6,0,0,0,3711,0,0,0,0,0,1
4,DFW,1110,1104,-6,1414,1410,-4,0,0,0,3711,0,0,0,0,0,1
5,DFW,1110,1105,-5,1414,1409,-5,0,0,0,3711,0,0,0,0,0,1
6,DFW,1110,1136,26,1414,1430,16,1,0,0,3711,16,0,0,0,0,1
7,DFW,1110,1101,-9,1414,1408,-6,0,0,0,3711,0,0,0,0,0,1
1,DFW,1110,1106,-4,1414,1413,-1,0,0,0,3711,0,0,0,0,0,1
2,DFW,1110,1201,51,1414,1502,48,1,0,0,3711,48,0,0,0,0,1
3,DFW,1110,1100,-10,1414,1416,2,0,0,0,3711,0,0,0,0,0,1
4,DFW,1110,1107,-3,1414,1409,-5,0,0,0,3711,0,0,0,0,0,1
5,DFW,1110,1128,18,1414,1507,53,1,0,0,3711,0,18,35,0,0,1
6,DFW,1110,1109,-1,1414,1409,-5,0,0,0,3711,0,0,0,0,0,1
7,DFW,1110,1109,-1,1414,1359,-15,0,0,0,3711,0,0,0,0,0,1
1,DFW,1110,1108,-2,1414,1349,-25,0,0,0,3711,0,0,0,0,0,1
2,DFW,1110,1252,102,1414,1540,86,1,0,0,3711,86,0,0,0,0,1
3,DFW,1110,1110,0,1414,1420,6,0,0,0,3711,0,0,0,0,0,1
4,DFW,1110,1104,-6,1414,1354,-20,0,0,0,3711,0,0,0,0,0,1
5,DFW,1110,1107,-3,1414,1412,-2,0,0,0,3711,0,0,0,0,0,1
6,DFW,1110,1108,-2,1414,1433,19,1,0,0,3711,0,0,19,0,0,1
7,DFW,1110,1158,48,1414,1448,34,1,0,0,3711,34,0,0,0,0,1
1,DFW,1110,1217,67,1414,1502,48,1,0,0,3711,43,0,0,0,5,1
2,DFW,1110,1128,18,1414,1405,-9,0,0,0,3711,0,0,0,0,0,1
3,DFW,1110,1106,-4,1414,1401,-13,0,0,0,3711,0,0,0,0,0,1
4,DFW,1110,1107,-3,1414,1352,-22,0,0,0,3711,0,0,0,0,0,1
5,DFW,1110,1115,5,1414,1404,-10,0,0,0,3711,0,0,0,0,0,1
6,DFW,1110,1117,7,1414,1410,-4,0,0,0,3711,0,0,0,0,0,1
7,DFW,1110,1127,17,1414,1415,1,0,0,0,3711,0,0,0,0,0,1
5,DFW,905,931,26,1230,1248,18,1,0,0,3784,18,0,0,0,0,1
6,DFW,905,903,-2,1230,1221,-9,0,0,0,3784,0,0,0,0,0,1
7,DFW,905,906,1,1230,1216,-14,0,0,0,3784,0,0,0,0,0,1
1,DFW,905,1203,178,1230,1512,162,1,0,0,3784,62,0,0,0,100,1
2,DFW,905,922,17,1230,1336,66,1,0,0,3784,17,0,49,0,0,1
3,DFW,905,1025,80,1230,1343,73,1,0,0,3784,73,0,0,0,0,1
4,DFW,905,903,-2,1230,1226,-4,0,0,0,3784,0,0,0,0,0,1
5,DFW,905,909,4,1230,1216,-14,0,0,0,3784,0,0,0,0,0,1
6,DFW,905,1017,72,1230,1325,55,1,0,0,3784,26,0,0,0,29,1
7,DFW,905,857,-8,1230,1233,3,0,0,0,3784,0,0,0,0,0,1
1,DFW,905,859,-6,1230,1223,-7,0,0,0,3784,0,0,0,0,0,1
2,DFW,905,859,-6,1230,1220,-10,0,0,0,3784,0,0,0,0,0,1
3,DFW,905,903,-2,1230,1243,13,0,0,0,3784,0,0,0,0,0,1
4,DFW,905,914,9,1230,1243,13,0,0,0,3784,0,0,0,0,0,1
5,DFW,905,1037,92,1230,1428,118,1,0,0,3784,0,92,26,0,0,1
6,DFW,905,1003,58,1230,1304,34,1,0,0,3784,21,0,0,0,13,1
7,DFW,905,857,-8,1230,1207,-23,0,0,0,3784,0,0,0,0,0,1
1,DFW,905,935,30,1230,1232,2,0,0,0,3784,0,0,0,0,0,1
2,DFW,905,856,-9,1230,1201,-29,0,0,0,3784,0,0,0,0,0,1
3,DFW,905,915,10,1230,1227,-3,0,0,0,3784,0,0,0,0,0,1
4,DFW,905,904,-1,1230,1231,1,0,0,0,3784,0,0,0,0,0,1
5,DFW,905,857,-8,1230,1207,-23,0,0,0,3784,0,0,0,0,0,1
6,DFW,905,1015,70,1230,1330,60,1,0,0,3784,43,0,0,0,17,1
7,DFW,905,914,9,1230,1232,2,0,0,0,3784,0,0,0,0,0,1
1,DFW,905,901,-4,1230,1321,51,1,0,0,3784,0,0,51,0,0,1
2,DFW,905,905,0,1230,1205,-25,0,0,0,3784,0,0,0,0,0,1
3,DFW,905,911,6,1230,1230,0,0,0,0,3784,0,0,0,0,0,1
4,DFW,905,857,-8,1230,1216,-14,0,0,0,3784,0,0,0,0,0,1
5,DFW,905,930,25,1230,1232,2,0,0,0,3784,0,0,0,0,0,1
6,DFW,905,904,-1,1230,1227,-3,0,0,0,3784,0,0,0,0,0,1
7,DFW,905,937,32,1230,1236,6,0,0,0,3784,0,0,0,0,0,1
5,LAX,750,910,80,1401,1512,71,1,0,0,1744,71,0,0,0,0,1
6,LAX,750,748,-2,1401,1347,-14,0,0,0,1744,0,0,0,0,0,1
7,LAX,750,750,0,1401,1339,-22,0,0,0,1744,0,0,0,0,0,1
1,LAX,750,744,-6,1401,1353,-8,0,0,0,1744,0,0,0,0,0,1
2,LAX,750,835,45,1401,1444,43,1,0,0,1744,43,0,0,0,0,1
3,LAX,750,745,-5,1401,1345,-16,0,0,0,1744,0,0,0,0,0,1
4,LAX,750,751,1,1401,1347,-14,0,0,0,1744,0,0,0,0,0,1
5,LAX,750,746,-4,1401,1337,-24,0,0,0,1744,0,0,0,0,0,1
6,LAX,750,745,-5,1401,1353,-8,0,0,0,1744,0,0,0,0,0,1
7,LAX,750,741,-9,1401,1345,-16,0,0,0,1744,0,0,0,0,0,1
1,LAX,750,748,-2,1401,1337,-24,0,0,0,1744,0,0,0,0,0,1
2,LAX,750,749,-1,1401,1333,-28,0,0,0,1744,0,0,0,0,0,1
3,LAX,750,745,-5,1401,1345,-16,0,0,0,1744,0,0,0,0,0,1
4,LAX,750,747,-3,1401,1357,-4,0,0,0,1744,0,0,0,0,0,1
5,LAX,750,752,2,1401,1344,-17,0,0,0,1744,0,0,0,0,0,1
6,LAX,750,751,1,1401,1343,-18,0,0,0,1744,0,0,0,0,0,1
7,LAX,750,816,26,1401,1446,45,1,0,0,1744,0,0,45,0,0,1
1,LAX,750,747,-3,1401,1343,-18,0,0,0,1744,0,0,0,0,0,1
2,LAX,750,757,7,1401,1358,-3,0,0,0,1744,0,0,0,0,0,1
3,LAX,750,750,0,1401,1351,-10,0,0,0,1744,0,0,0,0,0,1
4,LAX,750,747,-3,1401,1350,-11,0,0,0,1744,0,0,0,0,0,1
5,LAX,750,747,-3,1401,1344,-17,0,0,0,1744,0,0,0,0,0,1
6,LAX,750,743,-7,1401,1334,-27,0,0,0,1744,0,0,0,0,0,1
7,LAX,750,748,-2,1401,1344,-17,0,0,0,1744,0,0,0,0,0,1
1,LAX,750,748,-2,1401,1341,-20,0,0,0,1744,0,0,0,0,0,1
2,LAX,750,750,0,1401,1354,-7,0,0,0,1744,0,0,0,0,0,1
3,LAX,750,745,-5,1401,1342,-19,0,0,0,1744,0,0,0,0,0,1
4,LAX,750,752,2,1401,1541,100,1,0,0,1744,2,0,98,0,0,1
5,LAX,750,746,-4,1401,1414,13,0,0,0,1744,0,0,0,0,0,1
6,LAX,750,747,-3,1401,1347,-14,0,0,0,1744,0,0,0,0,0,1
7,LAX,750,758,8,1401,1409,8,0,0,0,1744,0,0,0,0,0,1
5,MCO,809,803,-6,955,944,-11,0,0,0,985,0,0,0,0,0,1
6,MCO,715,710,-5,900,845,-15,0,0,0,985,0,0,0,0,0,1
7,MCO,715,723,8,900,851,-9,0,0,0,985,0,0,0,0,0,1
1,MCO,715,714,-1,900,919,19,1,0,0,985,0,0,19,0,0,1
2,MCO,809,807,-2,955,1001,6,0,0,0,985,0,0,0,0,0,1
3,MCO,809,806,-3,955,957,2,0,0,0,985,0,0,0,0,0,1
4,MCO,809,808,-1,955,956,1,0,0,0,985,0,0,0,0,0,1
5,MCO,809,812,3,955,948,-7,0,0,0,985,0,0,0,0,0,1
6,MCO,809,805,-4,955,946,-9,0,0,0,985,0,0,0,0,0,1
7,MCO,809,819,10,955,954,-1,0,0,0,985,0,0,0,0,0,1
1,MCO,809,800,-9,955,941,-14,0,0,0,985,0,0,0,0,0,1
2,MCO,809,851,42,955,1024,29,1,0,0,985,29,0,0,0,0,1
3,MCO,809,802,-7,955,945,-10,0,0,0,985,0,0,0,0,0,1
4,MCO,809,802,-7,955,950,-5,0,0,0,985,0,0,0,0,0,1
5,MCO,809,804,-5,955,1019,24,1,0,0,985,0,0,24,0,0,1
6,MCO,809,854,45,955,1029,34,1,0,0,985,34,0,0,0,0,1
7,MCO,809,804,-5,955,938,-17,0,0,0,985,0,0,0,0,0,1
1,MCO,809,806,-3,955,942,-13,0,0,0,985,0,0,0,0,0,1
2,MCO,809,806,-3,955,943,-12,0,0,0,985,0,0,0,0,0,1
3,MCO,809,839,30,955,1014,19,1,0,0,985,19,0,0,0,0,1
4,MCO,809,803,-6,955,942,-13,0,0,0,985,0,0,0,0,0,1
5,MCO,809,803,-6,955,937,-18,0,0,0,985,0,0,0,0,0,1
6,MCO,809,802,-7,955,939,-16,0,0,0,985,0,0,0,0,0,1
7,MCO,809,809,0,955,940,-15,0,0,0,985,0,0,0,0,0,1
1,MCO,809,803,-6,955,956,1,0,0,0,985,0,0,0,0,0,1
2,MCO,809,951,102,955,1122,87,1,0,0,985,87,0,0,0,0,1
3,MCO,809,807,-2,955,941,-14,0,0,0,985,0,0,0,0,0,1
4,MCO,809,809,0,955,948,-7,0,0,0,985,0,0,0,0,0,1
5,MCO,809,806,-3,955,955,0,0,0,0,985,0,0,0,0,0,1
6,MCO,809,805,-4,955,944,-11,0,0,0,985,0,0,0,0,0,1
7,MCO,809,811,2,955,940,-15,0,0,0,985,0,0,0,0,0,1
5,DFW,2020,2024,4,2358,2353,-5,0,0,0,985,0,0,0,0,0,1
6,DFW,2020,2020,0,2358,2347,-11,0,0,0,985,0,0,0,0,0,1
7,DFW,2020,2021,1,2358,2353,-5,0,0,0,985,0,0,0,0,0,1
1,DFW,2020,2035,15,2358,24,26,1,0,0,985,0,0,11,0,15,1
2,DFW,2020,2102,42,2358,25,27,1,0,0,985,27,0,0,0,0,1
3,DFW,2020,2106,46,2358,35,37,1,0,0,985,37,0,0,0,0,1
4,DFW,2020,2137,77,2358,58,60,1,0,0,985,0,0,0,0,60,1
5,DFW,2020,2050,30,2358,22,24,1,0,0,985,24,0,0,0,0,1
6,DFW,2020,2110,50,2358,52,54,1,0,0,985,0,22,4,0,28,1
7,DFW,2020,2017,-3,2358,2349,-9,0,0,0,985,0,0,0,0,0,1
1,DFW,2020,2015,-5,2358,2345,-13,0,0,0,985,0,0,0,0,0,1
2,DFW,2020,2016,-4,2358,2346,-12,0,0,0,985,0,0,0,0,0,1
3,DFW,2020,2016,-4,2358,2400,2,0,0,0,985,0,0,0,0,0,1
4,DFW,2020,2021,1,2358,2359,1,0,0,0,985,0,0,0,0,0,1
5,DFW,2020,2247,147,2358,216,138,1,0,0,985,0,0,0,0,138,1
6,DFW,2020,2020,0,2358,2353,-5,0,0,0,985,0,0,0,0,0,1
7,DFW,2020,2016,-4,2358,2340,-18,0,0,0,985,0,0,0,0,0,1
1,DFW,2020,2132,72,2358,101,63,1,0,0,985,8,0,0,0,55,1
2,DFW,2020,2032,12,2358,6,8,0,0,0,985,0,0,0,0,0,1
3,DFW,2020,2219,119,2358,147,109,1,0,0,985,33,0,0,0,76,1
4,DFW,2020,2025,5,2358,1,3,0,0,0,985,0,0,0,0,0,1
5,DFW,2020,2023,3,2358,2352,-6,0,0,0,985,0,0,0,0,0,1
6,DFW,2020,2018,-2,2358,2350,-8,0,0,0,985,0,0,0,0,0,1
7,DFW,2020,2016,-4,2358,8,10,0,0,0,985,0,0,0,0,0,1
1,DFW,2020,2152,92,2358,122,84,1,0,0,985,37,0,0,0,47,1
2,DFW,2020,2112,52,2358,37,39,1,0,0,985,0,0,0,0,39,1
3,DFW,2020,2156,96,2358,138,100,1,0,0,985,78,0,4,0,18,1
4,DFW,2020,2113,53,2358,35,37,1,0,0,985,0,0,0,0,37,1
5,DFW,2020,2131,71,2358,56,58,1,0,0,985,13,0,0,0,45,1
6,DFW,2020,2115,55,2358,42,44,1,0,0,985,44,0,0,0,0,1
7,DFW,2020,2025,5,2358,2348,-10,0,0,0,985,0,0,0,0,0,1
5,LGA,950,945,-5,1253,1243,-10,0,0,0,950,0,0,0,0,0,1
6,LGA,950,948,-2,1253,1228,-25,0,0,0,950,0,0,0,0,0,1
7,LGA,950,950,0,1253,1213,-40,0,0,0,950,0,0,0,0,0,1
1,LGA,950,1001,11,1253,1242,-11,0,0,0,950,0,0,0,0,0,1
2,LGA,950,1013,23,1253,1306,13,0,0,0,950,0,0,0,0,0,1
3,LGA,950,950,0,1253,1244,-9,0,0,0,950,0,0,0,0,0,1
4,LGA,950,944,-6,1253,1224,-29,0,0,0,950,0,0,0,0,0,1
5,LGA,950,945,-5,1253,1238,-15,0,0,0,950,0,0,0,0,0,1
6,LGA,950,944,-6,1253,1235,-18,0,0,0,950,0,0,0,0,0,1
7,LGA,950,1040,50,1253,1319,26,1,0,0,950,0,0,0,0,26,1
1,LGA,950,949,-1,1253,1302,9,0,0,0,950,0,0,0,0,0,1
2,LGA,950,940,-10,1253,1226,-27,0,0,0,950,0,0,0,0,0,1
3,LGA,950,948,-2,1253,1239,-14,0,0,0,950,0,0,0,0,0,1
4,LGA,950,949,-1,1253,1252,-1,0,0,0,950,0,0,0,0,0,1
5,LGA,950,941,-9,1253,1229,-24,0,0,0,950,0,0,0,0,0,1
6,LGA,950,949,-1,1253,1247,-6,0,0,0,950,0,0,0,0,0,1
7,LGA,950,945,-5,1253,1221,-32,0,0,0,950,0,0,0,0,0,1
1,LGA,950,949,-1,1253,1304,11,0,0,0,950,0,0,0,0,0,1
2,LGA,950,946,-4,1253,1248,-5,0,0,0,950,0,0,0,0,0,1
3,LGA,950,944,-6,1253,1250,-3,0,0,0,950,0,0,0,0,0,1
4,LGA,950,947,-3,1253,1232,-21,0,0,0,950,0,0,0,0,0,1
5,LGA,950,946,-4,1253,1208,-45,0,0,0,950,0,0,0,0,0,1
6,LGA,950,952,2,1253,1221,-32,0,0,0,950,0,0,0,0,0,1
7,LGA,950,948,-2,1253,1216,-37,0,0,0,950,0,0,0,0,0,1
1,LGA,950,1145,115,1253,1425,92,1,0,0,950,92,0,0,0,0,1
2,LGA,950,947,-3,1253,1219,-34,0,0,0,950,0,0,0,0,0,1
3,LGA,950,954,4,1253,1237,-16,0,0,0,950,0,0,0,0,0,1
4,LGA,950,951,1,1253,1257,4,0,0,0,950,0,0,0,0,0,1
5,LGA,950,947,-3,1253,1302,9,0,0,0,950,0,0,0,0,0,1
6,LGA,950,940,-10,1253,1246,-7,0,0,0,950,0,0,0,0,0,1
7,LGA,950,949,-1,1253,1217,-36,0,0,0,950,0,0,0,0,0,1
5,ORD,1215,1255,40,1534,1645,71,1,0,0,740,0,0,71,0,0,1
6,ORD,1215,1214,-1,1534,1533,-1,0,0,0,740,0,0,0,0,0,1
7,ORD,1215,1208,-7,1534,1506,-28,0,0,0,740,0,0,0,0,0,1
1,ORD,1215,1223,8,1534,1535,1,0,0,0,740,0,0,0,0,0,1
2,ORD,1210,1243,33,1534,1605,31,1,0,0,740,0,0,8,0,23,1
3,ORD,1210,1213,3,1534,1527,-7,0,0,0,740,0,0,0,0,0,1
4,ORD,1210,1422,132,1534,1749,135,1,0,0,740,0,0,3,0,132,1
5,ORD,1210,1209,-1,1534,1531,-3,0,0,0,740,0,0,0,0,0,1
6,ORD,1206,1202,-4,1530,1502,-28,0,0,0,740,0,0,0,0,0,1
7,ORD,1210,1212,2,1534,1527,-7,0,0,0,740,0,0,0,0,0,1
1,ORD,1210,1206,-4,1534,1517,-17,0,0,0,740,0,0,0,0,0,1
2,ORD,1210,1212,2,1534,1520,-14,0,0,0,740,0,0,0,0,0,1
3,ORD,1210,1206,-4,1534,1715,101,1,0,0,740,0,0,101,0,0,1
5,ORD,1210,1213,3,1534,1524,-10,0,0,0,740,0,0,0,0,0,1
6,ORD,1206,1213,7,1530,1527,-3,0,0,0,740,0,0,0,0,0,1
7,ORD,1210,1350,100,1534,1705,91,1,0,0,740,32,0,0,0,59,1
1,ORD,1210,1207,-3,1534,1516,-18,0,0,0,740,0,0,0,0,0,1
2,ORD,1210,1210,0,1534,1522,-12,0,0,0,740,0,0,0,0,0,1
3,ORD,1210,1229,19,1534,1537,3,0,0,0,740,0,0,0,0,0,1
4,ORD,1210,1419,129,1534,1832,178,1,0,0,740,26,103,49,0,0,1
5,ORD,1210,1239,29,1534,1605,31,1,0,0,740,14,0,2,0,15,1
6,ORD,1206,1202,-4,1530,1514,-16,0,0,0,740,0,0,0,0,0,1
7,ORD,1210,1207,-3,1534,1527,-7,0,0,0,740,0,0,0,0,0,1
1,ORD,1210,1210,0,1534,1530,-4,0,0,0,740,0,0,0,0,0,1
2,ORD,1210,1224,14,1534,1515,-19,0,0,0,740,0,0,0,0,0,1
3,ORD,1210,1251,41,1534,1607,33,1,0,0,740,14,0,0,0,19,1
4,ORD,1210,1210,0,1534,1532,-2,0,0,0,740,0,0,0,0,0,1
5,ORD,1210,1237,27,1534,1600,26,1,0,0,740,19,0,0,0,7,1
6,ORD,1206,1206,0,1530,1741,131,1,0,0,740,0,0,131,0,0,1
7,ORD,1210,1501,171,1534,1834,180,1,0,0,740,0,0,180,0,0,1
5,JFK,1705,1009,1024,1909,1159,1010,1,0,0,740,0,1010,0,0,0,1
6,JFK,1705,1712,7,1909,1918,9,0,0,0,740,0,0,0,0,0,1
7,JFK,1705,1729,24,1909,1908,-1,0,0,0,740,0,0,0,0,0,1
1,JFK,1705,1714,9,1909,1856,-13,0,0,0,740,0,0,0,0,0,1
2,JFK,1705,1700,-5,1909,1838,-31,0,0,0,740,0,0,0,0,0,1
3,JFK,1705,1702,-3,1909,1855,-14,0,0,0,740,0,0,0,0,0,1
4,JFK,1705,1705,0,1909,2023,74,1,0,0,740,0,0,74,0,0,1
5,JFK,1705,2027,202,1909,2235,206,1,0,0,740,0,0,150,0,56,1
6,JFK,1705,1701,-4,1909,1935,26,1,0,0,740,0,0,26,0,0,1
7,JFK,1705,1703,-2,1909,1915,6,0,0,0,740,0,0,0,0,0,1
1,JFK,1705,1740,35,1909,1919,10,0,0,0,740,0,0,0,0,0,1
2,JFK,1705,1713,8,1909,1958,49,1,0,0,740,0,0,41,0,8,1
4,JFK,1705,1728,23,1909,1908,-1,0,0,0,740,0,0,0,0,0,1
5,JFK,1705,1704,-1,1909,1915,6,0,0,0,740,0,0,0,0,0,1
6,JFK,1705,1702,-3,1909,1901,-8,0,0,0,740,0,0,0,0,0,1
7,JFK,1705,1729,24,1909,1907,-2,0,0,0,740,0,0,0,0,0,1
1,JFK,1705,2132,267,1909,2311,242,1,0,0,740,0,0,97,0,145,1
2,JFK,1705,1822,77,1909,2008,59,1,0,0,740,44,0,0,0,15,1
3,JFK,1705,1726,21,1909,1908,-1,0,0,0,740,0,0,0,0,0,1
4,JFK,1705,1733,28,1909,1930,21,1,0,0,740,21,0,0,0,0,1
5,JFK,1705,1717,12,1909,1923,14,0,0,0,740,0,0,0,0,0,1
6,JFK,1705,1713,8,1909,2039,90,1,0,0,740,8,0,82,0,0,1
7,JFK,1705,1935,150,1909,2134,145,1,0,0,740,0,0,138,0,7,1
1,JFK,1705,2106,241,1909,2311,242,1,0,0,740,0,235,1,0,6,1
2,JFK,1705,1729,24,1909,1925,16,1,0,0,740,0,0,3,0,13,1
3,JFK,1705,1742,37,1909,2011,62,1,0,0,740,0,0,47,0,15,1
5,JFK,1705,2003,178,1909,2148,159,1,0,0,740,0,0,154,0,5,1
6,JFK,1705,1835,90,1909,2047,98,1,0,0,740,0,0,98,0,0,1
7,JFK,1705,1834,89,1909,2019,70,1,0,0,740,67,0,0,0,3,1
5,DFW,1827,2054,147,2257,106,129,1,0,0,1372,0,0,129,0,0,1
6,DFW,1827,1836,9,2257,2304,7,0,0,0,1372,0,0,0,0,0,1
7,DFW,1827,1841,14,2257,2306,9,0,0,0,1372,0,0,0,0,0,1
1,DFW,1827,1823,-4,2257,2226,-31,0,0,0,1372,0,0,0,0,0,1
2,DFW,1827,1846,19,2257,2303,6,0,0,0,1372,0,0,0,0,0,1
3,DFW,1827,1837,10,2257,2305,8,0,0,0,1372,0,0,0,0,0,1
4,DFW,1827,2147,200,2257,151,174,1,0,0,1372,85,0,17,0,72,1
6,DFW,1827,1832,5,2257,2343,46,1,0,0,1372,0,5,41,0,0,1
7,DFW,1827,1825,-2,2257,2236,-21,0,0,0,1372,0,0,0,0,0,1
1,DFW,1827,1822,-5,2257,2236,-21,0,0,0,1372,0,0,0,0,0,1
2,DFW,1827,1828,1,2257,2252,-5,0,0,0,1372,0,0,0,0,0,1
3,DFW,1827,1942,75,2257,18,81,1,0,0,1372,0,0,81,0,0,1
4,DFW,1827,1955,88,2257,20,83,1,0,0,1372,0,0,83,0,0,1
5,DFW,1827,1913,46,2257,2323,26,1,0,0,1372,0,0,0,0,26,1
6,DFW,1827,1825,-2,2257,2245,-12,0,0,0,1372,0,0,0,0,0,1
7,DFW,1827,1826,-1,2257,2241,-16,0,0,0,1372,0,0,0,0,0,1
1,DFW,1827,1938,71,2257,2349,52,1,0,0,1372,0,0,0,0,52,1
2,DFW,1827,2046,139,2257,59,122,1,0,0,1372,87,0,0,0,35,1
3,DFW,1827,1829,2,2257,2253,-4,0,0,0,1372,0,0,0,0,0,1
4,DFW,1827,1839,12,2257,2311,14,0,0,0,1372,0,0,0,0,0,1
5,DFW,1827,1826,-1,2257,2245,-12,0,0,0,1372,0,0,0,0,0,1
6,DFW,1827,1829,2,2257,2250,-7,0,0,0,1372,0,0,0,0,0,1
7,DFW,1827,1828,1,2257,2252,-5,0,0,0,1372,0,0,0,0,0,1
2,DFW,1827,1826,-1,2257,2302,5,0,0,0,1372,0,0,0,0,0,1
3,DFW,1827,1900,33,2257,2333,36,1,0,0,1372,0,0,23,0,13,1
4,DFW,1827,2055,148,2257,109,132,1,0,0,1372,12,0,0,0,120,1
5,DFW,1827,1900,33,2257,2325,28,1,0,0,1372,28,0,0,0,0,1
6,DFW,1827,2214,227,2257,219,202,1,0,0,1372,117,0,0,0,85,1
7,DFW,1827,1942,75,2257,108,131,1,0,0,1372,0,0,131,0,0,1
6,JFK,1645,1654,9,2002,2029,27,1,0,0,2475,0,0,18,9,0,1
7,JFK,1645,1640,-5,2002,1940,-22,0,0,0,2475,0,0,0,0,0,1
1,JFK,1645,1642,-3,2002,1936,-26,0,0,0,2475,0,0,0,0,0,1
2,JFK,1645,1639,-6,2002,1925,-37,0,0,0,2475,0,0,0,0,0,1
3,JFK,1645,1643,-2,2002,2000,-2,0,0,0,2475,0,0,0,0,0,1
4,JFK,1645,1650,5,2002,1956,-6,0,0,0,2475,0,0,0,0,0,1
5,JFK,1645,1644,-1,2002,2209,127,1,0,0,2475,0,0,127,0,0,1
6,JFK,1700,1657,-3,2023,2023,0,0,0,0,2475,0,0,0,0,0,1
7,JFK,1645,1639,-6,2002,1942,-20,0,0,0,2475,0,0,0,0,0,1
1,JFK,1645,1749,64,2002,2052,50,1,0,0,2475,50,0,0,0,0,1
2,JFK,1645,1643,-2,2002,1935,-27,0,0,0,2475,0,0,0,0,0,1
3,JFK,1645,1642,-3,2002,1944,-18,0,0,0,2475,0,0,0,0,0,1
4,JFK,1645,1715,30,2002,2037,35,1,0,0,2475,0,29,5,0,1,1
5,JFK,1645,1649,4,2002,2027,25,1,0,0,2475,4,0,21,0,0,1
6,JFK,1700,1810,70,2023,2138,75,1,0,0,2475,0,70,5,0,0,1
7,JFK,1645,1642,-3,2002,1934,-28,0,0,0,2475,0,0,0,0,0,1
1,JFK,1645,1753,68,2002,2107,65,1,0,0,2475,0,0,65,0,0,1
2,JFK,1645,1646,1,2002,2003,1,0,0,0,2475,0,0,0,0,0,1
3,JFK,1645,1645,0,2002,2014,12,0,0,0,2475,0,0,0,0,0,1
4,JFK,1645,1641,-4,2002,1937,-25,0,0,0,2475,0,0,0,0,0,1
5,JFK,1645,1648,3,2002,1957,-5,0,0,0,2475,0,0,0,0,0,1
6,JFK,1700,1709,9,2023,2049,26,1,0,0,2475,9,0,17,0,0,1
7,JFK,1645,1643,-2,2002,1918,-44,0,0,0,2475,0,0,0,0,0,1
1,JFK,1645,1957,192,2002,2306,184,1,0,0,2475,0,184,0,0,0,1
2,JFK,1645,1640,-5,2002,1958,-4,0,0,0,2475,0,0,0,0,0,1
3,JFK,1645,1640,-5,2002,2036,34,1,0,0,2475,0,0,34,0,0,1
4,JFK,1645,1953,188,2002,11,249,1,0,0,2475,0,0,249,0,0,1
5,JFK,1645,1643,-2,2002,1953,-9,0,0,0,2475,0,0,0,0,0,1
6,JFK,1700,1803,63,2023,2226,123,1,0,0,2475,0,0,123,0,0,1
7,JFK,1645,1808,83,2002,2110,68,1,0,0,2475,68,0,0,0,0,1
5,LGA,750,750,0,1035,1018,-17,0,0,0,1389,0,0,0,0,0,1
6,LGA,750,747,-3,1035,1008,-27,0,0,0,1389,0,0,0,0,0,1
7,LGA,750,749,-1,1035,1017,-18,0,0,0,1389,0,0,0,0,0,1
1,LGA,750,744,-6,1035,1100,25,1,0,0,1389,0,0,25,0,0,1
2,LGA,750,755,5,1035,1030,-5,0,0,0,1389,0,0,0,0,0,1
3,LGA,750,746,-4,1035,1027,-8,0,0,0,1389,0,0,0,0,0,1
4,LGA,750,751,1,1035,1007,-28,0,0,0,1389,0,0,0,0,0,1
5,LGA,750,753,3,1035,1035,0,0,0,0,1389,0,0,0,0,0,1
6,LGA,750,748,-2,1035,1033,-2,0,0,0,1389,0,0,0,0,0,1
7,LGA,750,745,-5,1035,1024,-11,0,0,0,1389,0,0,0,0,0,1
1,LGA,750,745,-5,1035,1005,-30,0,0,0,1389,0,0,0,0,0,1
2,LGA,750,750,0,1035,1025,-10,0,0,0,1389,0,0,0,0,0,1
3,LGA,750,744,-6,1035,1008,-27,0,0,0,1389,0,0,0,0,0,1
4,LGA,750,746,-4,1035,1012,-23,0,0,0,1389,0,0,0,0,0,1
5,LGA,750,750,0,1035,1050,15,1,0,0,1389,0,0,15,0,0,1
6,LGA,750,747,-3,1035,1016,-19,0,0,0,1389,0,0,0,0,0,1
7,LGA,750,749,-1,1035,1009,-26,0,0,0,1389,0,0,0,0,0,1
