DayOfWeek,Origin_Airport,Scheduled_Departure,Departure_Time,Dep_Delay,Scheduled_Arrival,Arrival_Time,Arrival_Delay,Arr_Del_morethan15,Cancelled,Diverted,Distance,Carrier_Delay,WeatherDelay,NAS_Delay,Security_Delay,Late_Aircraft_Delay,Top_Carriers
5,BOS,600,554,-6,711,707,-4,0,0,0,187,0,0,0,0,0,1
6,BOS,600,554,-6,711,703,-8,0,0,0,187,0,0,0,0,0,1
1,BOS,600,601,1,711,706,-5,0,0,0,187,0,0,0,0,0,1
2,BOS,600,556,-4,711,709,-2,0,0,0,187,0,0,0,0,0,1
3,BOS,600,552,-8,711,659,-12,0,0,0,187,0,0,0,0,0,1
4,BOS,600,555,-5,711,716,5,0,0,0,187,0,0,0,0,0,1
5,BOS,600,556,-4,711,705,-6,0,0,0,187,0,0,0,0,0,1
6,BOS,600,556,-4,711,710,-1,0,0,0,187,0,0,0,0,0,1
1,BOS,600,555,-5,711,701,-10,0,0,0,187,0,0,0,0,0,1
2,BOS,600,549,-11,711,722,11,0,0,0,187,0,0,0,0,0,1
3,BOS,600,553,-7,711,703,-8,0,0,0,187,0,0,0,0,0,1
4,BOS,600,640,40,711,752,41,1,0,0,187,40,0,1,0,0,1
5,BOS,600,600,0,711,719,8,0,0,0,187,0,0,0,0,0,1
6,BOS,600,555,-5,711,653,-18,0,0,0,187,0,0,0,0,0,1
1,BOS,600,555,-5,711,710,-1,0,0,0,187,0,0,0,0,0,1
2,BOS,600,556,-4,711,701,-10,0,0,0,187,0,0,0,0,0,1
3,BOS,600,551,-9,711,659,-12,0,0,0,187,0,0,0,0,0,1
4,BOS,600,745,105,711,858,107,1,0,0,187,105,0,2,0,0,1
5,BOS,600,553,-7,711,706,-5,0,0,0,187,0,0,0,0,0,1
6,BOS,600,621,21,711,740,29,1,0,0,187,21,0,8,0,0,1
3,BOS,600,553,-7,711,709,-2,0,0,0,187,0,0,0,0,0,1
4,BOS,600,549,-11,711,709,-2,0,0,0,187,0,0,0,0,0,1
5,BOS,600,557,-3,711,707,-4,0,0,0,187,0,0,0,0,0,1
6,BOS,600,648,48,711,821,70,1,0,0,187,48,0,22,0,0,1
5,JFK,830,846,16,1138,1200,22,1,0,0,2475,0,0,6,0,16,1
6,JFK,830,831,1,1138,1138,0,0,0,0,2475,0,0,0,0,0,1
7,JFK,830,830,0,1138,1135,-3,0,0,0,2475,0,0,0,0,0,1
1,JFK,830,827,-3,1138,1122,-16,0,0,0,2475,0,0,0,0,0,1
2,JFK,830,914,44,1138,1159,21,1,0,0,2475,21,0,0,0,0,1
3,JFK,830,824,-6,1138,1145,7,0,0,0,2475,0,0,0,0,0,1
4,JFK,830,828,-2,1138,1130,-8,0,0,0,2475,0,0,0,0,0,1
5,JFK,830,823,-7,1138,1138,0,0,0,0,2475,0,0,0,0,0,1
6,JFK,830,827,-3,1138,1138,0,0,0,0,2475,0,0,0,0,0,1
7,JFK,830,831,1,1138,1148,10,0,0,0,2475,0,0,0,0,0,1
1,JFK,830,825,-5,1138,1152,14,0,0,0,2475,0,0,0,0,0,1
2,JFK,830,823,-7,1138,1110,-28,0,0,0,2475,0,0,0,0,0,1
3,JFK,830,831,1,1138,1132,-6,0,0,0,2475,0,0,0,0,0,1
4,JFK,830,836,6,1138,1150,12,0,0,0,2475,0,0,0,0,0,1
5,JFK,830,829,-1,1138,1133,-5,0,0,0,2475,0,0,0,0,0,1
6,JFK,830,830,0,1138,1147,9,0,0,0,2475,0,0,0,0,0,1
7,JFK,830,831,1,1138,1137,-1,0,0,0,2475,0,0,0,0,0,1
1,JFK,830,827,-3,1138,1144,6,0,0,0,2475,0,0,0,0,0,1
3,JFK,830,824,-6,1138,1136,-2,0,0,0,2475,0,0,0,0,0,1
4,JFK,830,1036,126,1138,1317,99,1,0,0,2475,42,0,0,0,57,1
5,JFK,830,828,-2,1138,1113,-25,0,0,0,2475,0,0,0,0,0,1
6,JFK,830,832,2,1138,1107,-31,0,0,0,2475,0,0,0,0,0,1
7,JFK,830,859,29,1138,1132,-6,0,0,0,2475,0,0,0,0,0,1
1,JFK,830,822,-8,1138,1144,6,0,0,0,2475,0,0,0,0,0,1
2,JFK,830,822,-8,1138,1121,-17,0,0,0,2475,0,0,0,0,0,1
3,JFK,830,834,4,1138,1134,-4,0,0,0,2475,0,0,0,0,0,1
4,JFK,830,826,-4,1138,1122,-16,0,0,0,2475,0,0,0,0,0,1
5,JFK,830,824,-6,1138,1130,-8,0,0,0,2475,0,0,0,0,0,1
6,JFK,830,913,43,1138,1213,35,1,0,0,2475,35,0,0,0,0,1
7,JFK,830,959,89,1138,1303,85,1,0,0,2475,0,0,0,0,85,1
5,LAX,900,1242,222,1729,2314,345,1,0,0,2475,0,0,345,0,0,1
6,LAX,900,857,-3,1729,1714,-15,0,0,0,2475,0,0,0,0,0,1
7,LAX,900,857,-3,1729,1708,-21,0,0,0,2475,0,0,0,0,0,1
1,LAX,900,859,-1,1729,1731,2,0,0,0,2475,0,0,0,0,0,1
2,LAX,900,940,40,1729,1808,39,1,0,0,2475,39,0,0,0,0,1
3,LAX,900,857,-3,1729,1728,-1,0,0,0,2475,0,0,0,0,0,1
4,LAX,900,1054,114,1729,1910,101,1,0,0,2475,0,0,101,0,0,1
5,LAX,900,906,6,1729,1745,16,1,0,0,2475,0,0,16,0,0,1
6,LAX,900,857,-3,1729,1732,3,0,0,0,2475,0,0,0,0,0,1
7,LAX,900,852,-8,1729,1727,-2,0,0,0,2475,0,0,0,0,0,1
1,LAX,900,857,-3,1729,1737,8,0,0,0,2475,0,0,0,0,0,1
2,LAX,900,854,-6,1729,1748,19,1,0,0,2475,0,0,19,0,0,1
3,LAX,900,854,-6,1729,1725,-4,0,0,0,2475,0,0,0,0,0,1
4,LAX,900,910,10,1729,1808,39,1,0,0,2475,0,0,39,0,0,1
5,LAX,900,858,-2,1729,1750,21,1,0,0,2475,0,0,21,0,0,1
6,LAX,900,855,-5,1729,1747,18,1,0,0,2475,0,0,18,0,0,1
7,LAX,900,853,-7,1729,1725,-4,0,0,0,2475,0,0,0,0,0,1
1,LAX,900,913,13,1729,1717,-12,0,0,0,2475,0,0,0,0,0,1
2,LAX,900,857,-3,1729,1745,16,1,0,0,2475,0,0,16,0,0,1
3,LAX,900,856,-4,1729,1741,12,0,0,0,2475,0,0,0,0,0,1
4,LAX,900,903,3,1729,1815,46,1,0,0,2475,0,0,46,0,0,1
5,LAX,900,900,0,1729,1751,22,1,0,0,2475,0,0,22,0,0,1
6,LAX,900,851,-9,1729,1718,-11,0,0,0,2475,0,0,0,0,0,1
7,LAX,900,853,-7,1729,1733,4,0,0,0,2475,0,0,0,0,0,1
2,LAX,900,856,-4,1729,1748,19,1,0,0,2475,0,0,19,0,0,1
3,LAX,900,901,1,1729,1752,23,1,0,0,2475,1,0,22,0,0,1
4,LAX,900,1119,139,1729,1950,141,1,0,0,2475,139,0,2,0,0,1
5,LAX,900,907,7,1729,1803,34,1,0,0,2475,0,0,34,0,0,1
6,LAX,900,916,16,1729,1757,28,1,0,0,2475,0,0,28,0,0,1
7,LAX,900,856,-4,1729,1756,27,1,0,0,2475,0,0,27,0,0,1
5,JFK,1245,1241,-4,1545,1631,46,1,0,0,2475,0,0,46,0,0,1
6,JFK,1245,1242,-3,1545,1528,-17,0,0,0,2475,0,0,0,0,0,1
7,JFK,1245,1245,0,1545,1538,-7,0,0,0,2475,0,0,0,0,0,1
1,JFK,1245,1243,-2,1545,1538,-7,0,0,0,2475,0,0,0,0,0,1
2,JFK,1245,1242,-3,1545,1516,-29,0,0,0,2475,0,0,0,0,0,1
3,JFK,1245,1249,4,1545,1542,-3,0,0,0,2475,0,0,0,0,0,1
4,JFK,1245,1243,-2,1545,1529,-16,0,0,0,2475,0,0,0,0,0,1
5,JFK,1245,1254,9,1545,1559,14,0,0,0,2475,0,0,0,0,0,1
6,JFK,1245,1242,-3,1545,1537,-8,0,0,0,2475,0,0,0,0,0,1
7,JFK,1245,1240,-5,1545,1524,-21,0,0,0,2475,0,0,0,0,0,1
1,JFK,1245,1241,-4,1545,1528,-17,0,0,0,2475,0,0,0,0,0,1
2,JFK,1245,1237,-8,1545,1508,-37,0,0,0,2475,0,0,0,0,0,1
3,JFK,1245,1329,44,1545,1615,30,1,0,0,2475,30,0,0,0,0,1
4,JFK,1245,1243,-2,1545,1533,-12,0,0,0,2475,0,0,0,0,0,1
5,JFK,1245,1529,164,1545,1833,168,1,0,0,2475,18,0,4,0,146,1
6,JFK,1245,1242,-3,1545,1545,0,0,0,0,2475,0,0,0,0,0,1
7,JFK,1245,1421,96,1545,1702,77,1,0,0,2475,6,0,0,0,71,1
1,JFK,1245,1900,375,1545,2153,368,1,0,0,2475,0,0,87,0,281,1
2,JFK,1245,1242,-3,1545,1516,-29,0,0,0,2475,0,0,0,0,0,1
3,JFK,1245,1514,149,1545,1800,135,1,0,0,2475,0,0,0,0,135,1
4,JFK,1245,1241,-4,1545,1514,-31,0,0,0,2475,0,0,0,0,0,1
5,JFK,1245,1242,-3,1545,1515,-30,0,0,0,2475,0,0,0,0,0,1
6,JFK,1245,1241,-4,1545,1518,-27,0,0,0,2475,0,0,0,0,0,1
1,JFK,1245,1239,-6,1545,1523,-22,0,0,0,2475,0,0,0,0,0,1
2,JFK,1245,1241,-4,1545,1522,-23,0,0,0,2475,0,0,0,0,0,1
3,JFK,1245,1247,2,1545,1536,-9,0,0,0,2475,0,0,0,0,0,1
4,JFK,1245,1301,16,1545,1558,13,0,0,0,2475,0,0,0,0,0,1
5,JFK,1245,1354,69,1545,1651,66,1,0,0,2475,66,0,0,0,0,1
6,JFK,1245,1240,-5,1545,1546,1,0,0,0,2475,0,0,0,0,0,1
7,JFK,1245,1559,194,1545,1900,195,1,0,0,2475,9,0,1,0,185,1
5,LAX,1130,1410,160,2004,20,256,1,0,0,2475,0,0,256,0,0,1
7,LAX,1130,1153,23,2004,2005,1,0,0,0,2475,0,0,0,0,0,1
1,LAX,1130,1139,9,2004,1958,-6,0,0,0,2475,0,0,0,0,0,1
2,LAX,1130,1151,21,2004,2013,9,0,0,0,2475,0,0,0,0,0,1
3,LAX,1130,1134,4,2004,1958,-6,0,0,0,2475,0,0,0,0,0,1
4,LAX,1130,1128,-2,2004,2008,4,0,0,0,2475,0,0,0,0,0,1
5,LAX,1130,1231,61,2004,2200,116,1,0,0,2475,0,0,116,0,0,1
7,LAX,1130,1207,37,2004,2028,24,1,0,0,2475,24,0,0,0,0,1
1,LAX,1130,1123,-7,2004,1935,-29,0,0,0,2475,0,0,0,0,0,1
2,LAX,1130,1147,17,2004,1959,-5,0,0,0,2475,0,0,0,0,0,1
3,LAX,1130,1339,129,2004,2204,120,1,0,0,2475,0,0,120,0,0,1
4,LAX,1130,1632,302,2004,48,284,1,0,0,2475,0,0,8,0,276,1
5,LAX,1130,1129,-1,2004,2015,11,0,0,0,2475,0,0,0,0,0,1
7,LAX,1130,1141,11,2004,2016,12,0,0,0,2475,0,0,0,0,0,1
1,LAX,1130,1212,42,2004,2136,92,1,0,0,2475,0,0,92,0,0,1
2,LAX,1130,1127,-3,2004,2036,32,1,0,0,2475,0,0,32,0,0,1
3,LAX,1130,1126,-4,2004,2008,4,0,0,0,2475,0,0,0,0,0,1
4,LAX,1130,1156,26,2004,2049,45,1,0,0,2475,0,0,45,0,0,1
5,LAX,1130,1246,76,2004,2156,112,1,0,0,2475,76,0,36,0,0,1
7,LAX,1130,1130,0,2004,2008,4,0,0,0,2475,0,0,0,0,0,1
1,LAX,1130,1235,65,2004,2119,75,1,0,0,2475,0,0,75,0,0,1
2,LAX,1130,1137,7,2004,2008,4,0,0,0,2475,0,0,0,0,0,1
3,LAX,1130,1127,-3,2004,2023,19,1,0,0,2475,0,0,19,0,0,1
4,LAX,1130,1132,2,2004,2055,51,1,0,0,2475,0,0,51,0,0,1
5,LAX,1130,1252,82,2004,2133,89,1,0,0,2475,82,0,7,0,0,1
7,LAX,1130,1437,187,2004,2322,198,1,0,0,2475,0,0,188,0,10,1
5,DFW,1110,1108,-2,1429,1427,-2,0,0,0,3784,0,0,0,0,0,1
6,DFW,1110,1109,-1,1429,1453,24,1,0,0,3784,0,0,24,0,0,1
7,DFW,1110,1325,135,1429,1642,133,1,0,0,3784,91,0,0,0,42,1
1,DFW,1110,1255,105,1429,1615,106,1,0,0,3784,105,0,1,0,0,1
2,DFW,1110,1156,46,1429,1550,81,1,0,0,3784,46,0,35,0,0,1
3,DFW,1110,1105,-5,1429,1432,3,0,0,0,3784,0,0,0,0,0,1
4,DFW,1110,1130,20,1429,1457,28,1,0,0,3784,20,0,8,0,0,1
5,DFW,1110,1108,-2,1429,1418,-11,0,0,0,3784,0,0,0,0,0,1
6,DFW,1110,1354,164,1429,1659,150,1,0,0,3784,150,0,0,0,0,1
7,DFW,1110,1116,6,1429,1440,11,0,0,0,3784,0,0,0,0,0,1
1,DFW,1110,1109,-1,1429,1438,9,0,0,0,3784,0,0,0,0,0,1
2,DFW,1110,1111,1,1429,1442,13,0,0,0,3784,0,0,0,0,0,1
3,DFW,1110,1103,-7,1429,1417,-12,0,0,0,3784,0,0,0,0,0,1
4,DFW,1110,1110,0,1429,1429,0,0,0,0,3784,0,0,0,0,0,1
5,DFW,1110,1715,365,1429,2014,345,1,0,0,3784,345,0,0,0,0,1
6,DFW,1110,1141,31,1429,1442,13,0,0,0,3784,0,0,0,0,0,1
7,DFW,1110,1133,23,1429,1431,2,0,0,0,3784,0,0,0,0,0,1
1,DFW,1110,1114,4,1429,1428,-1,0,0,0,3784,0,0,0,0,0,1
2,DFW,1110,1304,114,1429,1602,93,1,0,0,3784,93,0,0,0,0,1
3,DFW,1110,1239,89,1429,1535,66,1,0,0,3784,66,0,0,0,0,1
4,DFW,1110,1108,-2,1429,1425,-4,0,0,0,3784,0,0,0,0,0,1
5,DFW,1110,1253,103,1429,1554,85,1,0,0,3784,85,0,0,0,0,1
6,DFW,1110,1405,175,1429,1727,178,1,0,0,3784,175,0,3,0,0,1
7,DFW,1110,1107,-3,1429,1412,-17,0,0,0,3784,0,0,0,0,0,1
1,DFW,1110,1336,146,1429,1622,113,1,0,0,3784,113,0,0,0,0,1
2,DFW,1110,1104,-6,1429,1406,-23,0,0,0,3784,0,0,0,0,0,1
3,DFW,1110,1103,-7,1429,1348,-41,0,0,0,3784,0,0,0,0,0,1
4,DFW,1110,1112,2,1429,1425,-4,0,0,0,3784,0,0,0,0,0,1
5,DFW,1110,1108,-2,1429,1408,-21,0,0,0,3784,0,0,0,0,0,1
6,DFW,1110,1555,285,1429,1903,274,1,0,0,3784,274,0,0,0,0,1
7,DFW,1110,1154,44,1429,1505,36,1,0,0,3784,11,0,0,0,25,1
5,DFW,905,905,0,1213,1208,-5,0,0,0,3711,0,0,0,0,0,1
6,DFW,905,903,-2,1213,1223,10,0,0,0,3711,0,0,0,0,0,1
7,DFW,905,903,-2,1213,1210,-3,0,0,0,3711,0,0,0,0,0,1
1,DFW,905,948,43,1213,1325,72,1,0,0,3711,0,0,29,0,43,1
2,DFW,905,1146,161,1213,1520,187,1,0,0,3711,112,0,26,0,49,1
3,DFW,905,908,3,1213,1250,37,1,0,0,3711,3,0,34,0,0,1
4,DFW,905,904,-1,1213,1227,14,0,0,0,3711,0,0,0,0,0,1
5,DFW,905,1023,78,1213,1316,63,1,0,0,3711,63,0,0,0,0,1
6,DFW,905,859,-6,1213,1215,2,0,0,0,3711,0,0,0,0,0,1
7,DFW,905,859,-6,1213,1215,2,0,0,0,3711,0,0,0,0,0,1
1,DFW,905,921,16,1213,1231,18,1,0,0,3711,16,0,2,0,0,1
2,DFW,905,906,1,1213,1235,22,1,0,0,3711,1,0,21,0,0,1
3,DFW,905,857,-8,1213,1224,11,0,0,0,3711,0,0,0,0,0,1
4,DFW,905,902,-3,1213,1227,14,0,0,0,3711,0,0,0,0,0,1
5,DFW,905,1043,98,1213,1425,132,1,0,0,3711,0,98,34,0,0,1
6,DFW,905,858,-7,1213,1210,-3,0,0,0,3711,0,0,0,0,0,1
7,DFW,905,912,7,1213,1204,-9,0,0,0,3711,0,0,0,0,0,1
1,DFW,905,937,32,1213,1239,26,1,0,0,3711,26,0,0,0,0,1
2,DFW,905,1033,88,1213,1332,79,1,0,0,3711,79,0,0,0,0,1
3,DFW,905,858,-7,1213,1156,-17,0,0,0,3711,0,0,0,0,0,1
4,DFW,905,909,4,1213,1219,6,0,0,0,3711,0,0,0,0,0,1
5,DFW,905,901,-4,1213,1220,7,0,0,0,3711,0,0,0,0,0,1
6,DFW,905,858,-7,1213,1229,16,1,0,0,3711,0,0,16,0,0,1
7,DFW,905,1022,77,1213,1304,51,1,0,0,3711,16,0,0,0,35,1
1,DFW,905,957,52,1213,1235,22,1,0,0,3711,2,0,0,0,20,1
2,DFW,905,954,49,1213,1227,14,0,0,0,3711,0,0,0,0,0,1
3,DFW,905,911,6,1213,1221,8,0,0,0,3711,0,0,0,0,0,1
4,DFW,905,858,-7,1213,1143,-30,0,0,0,3711,0,0,0,0,0,1
5,DFW,905,905,0,1213,1155,-18,0,0,0,3711,0,0,0,0,0,1
6,DFW,905,905,0,1213,1239,26,1,0,0,3711,0,0,26,0,0,1
7,DFW,905,1037,92,1213,1327,74,1,0,0,3711,17,0,0,0,57,1
5,JFK,700,658,-2,1017,1010,-7,0,0,0,2586,0,0,0,0,0,1
6,JFK,700,818,78,1017,1127,70,1,0,0,2586,70,0,0,0,0,1
1,JFK,700,655,-5,1017,1001,-16,0,0,0,2586,0,0,0,0,0,1
2,JFK,700,654,-6,1017,1002,-15,0,0,0,2586,0,0,0,0,0,1
3,JFK,700,654,-6,1017,1028,11,0,0,0,2586,0,0,0,0,0,1
4,JFK,700,653,-7,1017,1022,5,0,0,0,2586,0,0,0,0,0,1
5,JFK,700,701,1,1017,1016,-1,0,0,0,2586,0,0,0,0,0,1
6,JFK,700,700,0,1017,1039,22,1,0,0,2586,0,0,22,0,0,1
7,JFK,700,659,-1,1017,1057,40,1,0,0,2586,0,0,40,0,0,1
1,JFK,700,655,-5,1017,1033,16,1,0,0,2586,0,0,16,0,0,1
2,JFK,700,657,-3,1017,1047,30,1,0,0,2586,0,0,30,0,0,1
3,JFK,700,657,-3,1017,1022,5,0,0,0,2586,0,0,0,0,0,1
4,JFK,700,659,-1,1017,1023,6,0,0,0,2586,0,0,0,0,0,1
5,JFK,700,704,4,1017,1023,6,0,0,0,2586,0,0,0,0,0,1
6,JFK,700,656,-4,1017,1016,-1,0,0,0,2586,0,0,0,0,0,1
7,JFK,700,655,-5,1017,1001,-16,0,0,0,2586,0,0,0,0,0,1
1,JFK,700,655,-5,1017,1032,15,1,0,0,2586,0,0,15,0,0,1
2,JFK,700,656,-4,1017,1009,-8,0,0,0,2586,0,0,0,0,0,1
3,JFK,700,656,-4,1017,1000,-17,0,0,0,2586,0,0,0,0,0,1
4,JFK,700,649,-11,1017,935,-42,0,0,0,2586,0,0,0,0,0,1
5,JFK,700,655,-5,1017,1026,9,0,0,0,2586,0,0,0,0,0,1
6,JFK,700,707,7,1017,1001,-16,0,0,0,2586,0,0,0,0,0,1
7,JFK,700,655,-5,1017,955,-22,0,0,0,2586,0,0,0,0,0,1
1,JFK,700,654,-6,1017,1012,-5,0,0,0,2586,0,0,0,0,0,1
2,JFK,700,655,-5,1017,1007,-10,0,0,0,2586,0,0,0,0,0,1
3,JFK,700,659,-1,1017,1003,-14,0,0,0,2586,0,0,0,0,0,1
4,JFK,700,652,-8,1017,957,-20,0,0,0,2586,0,0,0,0,0,1
5,JFK,700,652,-8,1017,1004,-13,0,0,0,2586,0,0,0,0,0,1
6,JFK,700,653,-7,1017,1017,0,0,0,0,2586,0,0,0,0,0,1
7,JFK,700,716,16,1017,1032,15,1,0,0,2586,15,0,0,0,0,1
6,LAX,2115,2111,-4,553,533,-20,0,0,0,2475,0,0,0,0,0,1
7,LAX,2115,2118,3,553,534,-19,0,0,0,2475,0,0,0,0,0,1
1,LAX,2115,2112,-3,553,545,-8,0,0,0,2475,0,0,0,0,0,1
2,LAX,2115,2111,-4,553,517,-36,0,0,0,2475,0,0,0,0,0,1
3,LAX,2115,2118,3,553,551,-2,0,0,0,2475,0,0,0,0,0,1
4,LAX,2115,2119,4,553,534,-19,0,0,0,2475,0,0,0,0,0,1
5,LAX,2115,2114,-1,553,529,-24,0,0,0,2475,0,0,0,0,0,1
6,LAX,2115,2115,0,553,541,-12,0,0,0,2475,0,0,0,0,0,1
7,LAX,2115,2115,0,553,527,-26,0,0,0,2475,0,0,0,0,0,1
1,LAX,2115,2136,21,553,602,9,0,0,0,2475,0,0,0,0,0,1
2,LAX,2115,2130,15,553,547,-6,0,0,0,2475,0,0,0,0,0,1
3,LAX,2115,2253,98,553,740,107,1,0,0,2475,5,0,9,0,93,1
4,LAX,2115,2133,18,553,534,-19,0,0,0,2475,0,0,0,0,0,1
5,LAX,2115,2119,4,553,518,-35,0,0,0,2475,0,0,0,0,0,1
6,LAX,2115,2229,74,553,632,39,1,0,0,2475,1,0,0,0,38,1
7,LAX,2115,2119,4,553,536,-17,0,0,0,2475,0,0,0,0,0,1
1,LAX,2115,2205,50,553,639,46,1,0,0,2475,7,0,0,0,39,1
2,LAX,2115,2141,26,553,621,28,1,0,0,2475,26,0,2,0,0,1
3,LAX,2115,2111,-4,553,546,-7,0,0,0,2475,0,0,0,0,0,1
4,LAX,2115,2108,-7,553,532,-21,0,0,0,2475,0,0,0,0,0,1
5,LAX,2115,2126,11,553,603,10,0,0,0,2475,0,0,0,0,0,1
6,LAX,2115,2112,-3,553,548,-5,0,0,0,2475,0,0,0,0,0,1
7,LAX,2115,2108,-7,553,522,-31,0,0,0,2475,0,0,0,0,0,1
2,LAX,2115,2107,-8,553,513,-40,0,0,0,2475,0,0,0,0,0,1
3,LAX,2115,2115,0,553,541,-12,0,0,0,2475,0,0,0,0,0,1
4,LAX,2115,2300,105,553,748,115,1,0,0,2475,5,0,10,0,100,1
5,LAX,2115,2122,7,553,533,-20,0,0,0,2475,0,0,0,0,0,1
6,LAX,2115,2357,162,553,845,172,1,0,0,2475,41,0,10,0,121,1
7,LAX,2115,2220,65,553,652,59,1,0,0,2475,18,0,0,0,41,1
6,SFO,1115,1214,59,2002,2037,35,1,0,0,2586,0,0,0,0,35,1
3,SFO,1110,1122,12,1957,1937,-20,0,0,0,2586,0,0,0,0,0,1
4,SFO,1110,1110,0,1957,2038,41,1,0,0,2586,0,0,41,0,0,1
6,SFO,1115,1136,21,2002,1956,-6,0,0,0,2586,0,0,0,0,0,1
7,SFO,1110,1141,31,1957,2006,9,0,0,0,2586,0,0,0,0,0,1
3,SFO,1110,1127,17,1957,2049,52,1,0,0,2586,15,0,35,0,2,1
4,SFO,1110,1230,80,1957,2109,72,1,0,0,2586,0,0,69,0,3,1
6,SFO,1115,1116,1,2002,2009,7,0,0,0,2586,0,0,0,0,0,1
7,SFO,1110,1106,-4,1957,2006,9,0,0,0,2586,0,0,0,0,0,1
3,SFO,1110,1107,-3,1957,1944,-13,0,0,0,2586,0,0,0,0,0,1
4,SFO,1110,1112,2,1957,2009,12,0,0,0,2586,0,0,0,0,0,1
6,SFO,1115,1109,-6,2002,2022,20,1,0,0,2586,0,0,20,0,0,1
7,SFO,1110,1306,116,1957,2150,113,1,0,0,2586,113,0,0,0,0,1
3,SFO,1110,1107,-3,1957,1951,-6,0,0,0,2586,0,0,0,0,0,1
4,SFO,1110,2025,555,1957,503,546,1,0,0,2586,546,0,0,0,0,1
6,SFO,1115,1112,-3,2002,2154,112,1,0,0,2586,0,0,112,0,0,1
7,SFO,1110,1323,133,1957,2319,202,1,0,0,2586,0,0,190,0,12,1
7,BOS,600,552,-8,711,655,-16,0,0,0,187,0,0,0,0,0,1
7,BOS,600,1200,360,711,1324,373,1,0,0,187,360,0,13,0,0,1
7,BOS,600,907,187,711,1016,185,1,0,0,187,185,0,0,0,0,1
7,BOS,600,602,2,711,719,8,0,0,0,187,0,0,0,0,0,1
5,JFK,815,809,-6,1131,1140,9,0,0,0,2586,0,0,0,0,0,1
7,JFK,815,813,-2,1131,1116,-15,0,0,0,2586,0,0,0,0,0,1
1,JFK,815,920,65,1131,1233,62,1,0,0,2586,0,0,0,62,0,1
2,JFK,815,811,-4,1131,1126,-5,0,0,0,2586,0,0,0,0,0,1
3,JFK,815,811,-4,1131,1129,-2,0,0,0,2586,0,0,0,0,0,1
4,JFK,815,810,-5,1131,1143,12,0,0,0,2586,0,0,0,0,0,1
5,JFK,815,851,36,1131,1217,46,1,0,0,2586,36,0,10,0,0,1
7,JFK,815,822,7,1131,1153,22,1,0,0,2586,7,0,15,0,0,1
1,JFK,815,810,-5,1131,1123,-8,0,0,0,2586,0,0,0,0,0,1
2,JFK,815,843,28,1131,1151,20,1,0,0,2586,20,0,0,0,0,1
3,JFK,815,808,-7,1131,1138,7,0,0,0,2586,0,0,0,0,0,1
4,JFK,815,834,19,1131,1140,9,0,0,0,2586,0,0,0,0,0,1
5,JFK,815,822,7,1131,1145,14,0,0,0,2586,0,0,0,0,0,1
7,JFK,815,812,-3,1131,1124,-7,0,0,0,2586,0,0,0,0,0,1
1,JFK,815,809,-6,1131,1118,-13,0,0,0,2586,0,0,0,0,0,1
2,JFK,815,814,-1,1131,1117,-14,0,0,0,2586,0,0,0,0,0,1
3,JFK,815,814,-1,1131,1113,-18,0,0,0,2586,0,0,0,0,0,1
4,JFK,815,811,-4,1131,1102,-29,0,0,0,2586,0,0,0,0,0,1
5,JFK,815,814,-1,1131,1142,11,0,0,0,2586,0,0,0,0,0,1
7,JFK,815,839,24,1131,1150,19,1,0,0,2586,19,0,0,0,0,1
1,JFK,815,808,-7,1131,1126,-5,0,0,0,2586,0,0,0,0,0,1
2,JFK,815,816,1,1131,1125,-6,0,0,0,2586,0,0,0,0,0,1
3,JFK,815,809,-6,1131,1120,-11,0,0,0,2586,0,0,0,0,0,1
4,JFK,815,821,6,1131,1129,-2,0,0,0,2586,0,0,0,0,0,1
5,JFK,815,851,36,1131,1157,26,1,0,0,2586,0,0,0,0,26,1
7,JFK,815,815,0,1131,1136,5,0,0,0,2586,0,0,0,0,0,1
5,SFO,1230,1440,130,2122,117,235,1,0,0,2586,0,0,235,0,0,1
7,SFO,1230,1227,-3,2122,2047,-35,0,0,0,2586,0,0,0,0,0,1
1,SFO,1230,1322,52,2122,2135,13,0,0,0,2586,0,0,0,0,0,1
2,SFO,1230,1225,-5,2122,2103,-19,0,0,0,2586,0,0,0,0,0,1
5,SFO,1230,1400,90,2122,2342,140,1,0,0,2586,0,0,140,0,0,1
7,SFO,1230,1242,12,2122,2101,-21,0,0,0,2586,0,0,0,0,0,1
1,SFO,1230,1222,-8,2122,2049,-33,0,0,0,2586,0,0,0,0,0,1
2,SFO,1230,1437,127,2122,2244,82,1,0,0,2586,75,0,0,0,7,1
5,SFO,1230,1225,-5,2122,2124,2,0,0,0,2586,0,0,0,0,0,1
7,SFO,1230,1222,-8,2122,2121,-1,0,0,0,2586,0,0,0,0,0,1
1,SFO,1230,1359,89,2122,2241,79,1,0,0,2586,0,0,79,0,0,1
2,SFO,1230,1244,14,2122,2117,-5,0,0,0,2586,0,0,0,0,0,1
5,SFO,1230,1224,-6,2122,2104,-18,0,0,0,2586,0,0,0,0,0,1
7,SFO,1230,1238,8,2122,2112,-10,0,0,0,2586,0,0,0,0,0,1
1,SFO,1230,1329,59,2122,2215,53,1,0,0,2586,0,0,53,0,0,1
2,SFO,1230,1227,-3,2122,2103,-19,0,0,0,2586,0,0,0,0,0,1
5,SFO,1230,1229,-1,2122,2134,12,0,0,0,2586,0,0,0,0,0,1
7,SFO,1230,1544,194,2122,4,162,1,0,0,2586,0,0,162,0,0,1
